,submission_date,state,new_death,week
830,2021-02-03,North Dakota,0.0,49
831,2020-03-26,Nevada,4.0,4
832,2020-07-28,Kentucky,10.0,22
833,2021-05-01,Maine,5.0,61
836,2020-12-01,Nevada,22.0,40
837,2021-03-15,Oregon,2.0,55
838,2020-06-01,Mississippi,13.0,14
839,2020-05-25,Wisconsin,4.0,13
840,2020-04-25,Virginia,0.0,8
841,2021-04-25,Indiana,9.0,61
842,2020-07-16,Arizona,58.0,20
843,2021-03-31,Delaware,0.0,57
844,2020-04-28,Washington,21.0,9
846,2020-05-22,South Carolina,4.0,12
847,2020-05-28,Maine,1.0,13
848,2020-04-25,Montana,0.0,8
849,2020-03-19,Idaho,0.0,3
851,2021-01-14,Arizona,182.0,46
852,2020-07-24,Oregon,9.0,21
854,2020-04-15,Kentucky,7.0,7
855,2021-03-19,Rhode Island,4.0,55
856,2020-06-23,New Hampshire,4.0,17
857,2020-10-01,Rhode Island,2.0,31
858,2020-07-05,Wisconsin,0.0,19
859,2020-07-30,Kentucky,7.0,22
860,2021-04-09,Delaware,5.0,58
861,2020-12-16,California,369.0,42
862,2021-05-15,Connecticut,0.0,63
863,2020-06-24,Nevada,3.0,17
864,2020-10-08,Indiana,19.0,32
865,2020-03-06,Oregon,0.0,1
866,2020-04-30,Vermont,2.0,9
867,2020-09-05,Nevada,17.0,27
869,2020-11-04,Delaware,4.0,36
870,2020-09-25,Michigan,13.0,30
871,2021-03-14,Kentucky,16.0,55
872,2020-09-24,Virginia,23.0,30
873,2020-09-10,Michigan,7.0,28
874,2021-03-20,Montana,5.0,55
875,2021-04-20,Washington,13.0,60
877,2021-04-06,Connecticut,7.0,58
878,2020-06-05,Illinois,59.0,14
879,2020-08-03,North Carolina,24.0,23
880,2020-12-12,California,289.0,41
881,2021-02-27,Indiana,17.0,52
882,2020-06-03,Missouri,7.0,14
883,2020-11-01,New Hampshire,0.0,36
884,2020-06-22,New Hampshire,0.0,17
885,2020-10-29,California,39.0,35
886,2021-03-28,Arizona,6.0,57
887,2020-04-29,North Dakota,0.0,9
888,2020-10-13,Washington,21.0,33
889,2021-01-20,Rhode Island,25.0,47
890,2020-11-26,Michigan,90.0,39
891,2021-02-16,Maine,3.0,51
892,2020-03-29,Minnesota,5.0,5
894,2020-04-04,Kentucky,3.0,5
895,2020-10-17,Missouri,34.0,33
897,2021-05-25,Connecticut,2.0,65
898,2020-04-16,New Jersey,362.0,7
900,2020-10-18,Wyoming,0.0,34
901,2020-03-31,Louisiana,54.0,5
902,2020-03-09,Delaware,0.0,2
904,2020-05-29,North Carolina,19.0,13
905,2020-08-08,Illinois,18.0,23
906,2020-11-26,Connecticut,0.0,39
907,2021-02-22,Connecticut,39.0,52
909,2021-05-06,Maryland,10.0,62
911,2020-03-23,North Carolina,1.0,4
912,2020-08-11,North Carolina,33.0,24
914,2021-01-31,Washington,1.0,49
915,2021-05-12,South Carolina,9.0,63
916,2020-12-23,Wyoming,0.0,43
917,2020-06-28,South Carolina,16.0,18
918,2020-12-30,Connecticut,40.0,44
920,2021-02-12,Wisconsin,11.0,50
921,2021-05-22,North Dakota,0.0,64
922,2020-11-14,Washington,0.0,37
923,2020-08-07,Arizona,79.0,23
924,2021-03-05,Idaho,0.0,53
925,2020-03-19,Wisconsin,0.0,3
926,2021-04-12,Nebraska,6.0,59
927,2020-05-23,Louisiana,15.0,12
928,2021-01-07,North Dakota,11.0,45
929,2021-06-05,Alabama,0.0,66
930,2021-05-28,Vermont,0.0,65
931,2021-02-22,Montana,,52
932,2020-08-10,Arizona,4.0,24
933,2020-09-03,Rhode Island,3.0,27
934,2020-07-12,Delaware,,20
935,2020-05-26,South Carolina,13.0,13
936,2021-02-10,Delaware,24.0,50
937,2021-05-19,Illinois,34.0,64
938,2020-12-17,Illinois,208.0,42
939,2020-07-29,Mississippi,30.0,22
940,2020-07-20,New Hampshire,0.0,21
941,2020-06-28,Wyoming,0.0,18
942,2021-05-24,Oregon,2.0,65
944,2020-07-02,Montana,1.0,18
946,2020-12-20,North Dakota,2.0,43
947,2020-05-26,Indiana,24.0,13
948,2020-04-17,Alabama,18.0,7
949,2020-07-11,Louisiana,23.0,19
950,2021-03-19,Michigan,18.0,55
951,2021-03-23,South Carolina,12.0,56
952,2021-02-10,Alabama,49.0,50
953,2020-07-12,Montana,2.0,20
954,2020-03-01,Rhode Island,0.0,1
956,2020-08-31,Illinois,7.0,27
957,2020-03-27,Wisconsin,5.0,4
958,2021-04-25,Maryland,11.0,61
961,2020-09-28,Rhode Island,2.0,31
962,2021-05-12,Vermont,1.0,63
963,2021-01-22,New Jersey,115.0,47
964,2021-04-09,Indiana,7.0,58
965,2020-10-10,Nebraska,5.0,32
966,2020-04-11,Maryland,43.0,6
967,2020-11-27,Washington,,39
968,2020-10-20,North Dakota,10.0,34
969,2020-03-17,Louisiana,1.0,3
970,2020-04-23,Rhode Island,15.0,8
971,2020-08-27,Connecticut,2.0,26
972,2020-04-17,Nevada,9.0,7
974,2021-01-21,Oregon,11.0,47
975,2021-02-17,Virginia,15.0,51
976,2020-05-18,Missouri,15.0,12
978,2020-09-06,South Carolina,28.0,28
979,2020-09-11,Delaware,0.0,28
980,2020-12-02,Mississippi,30.0,40
981,2021-02-24,Delaware,23.0,52
983,2020-04-07,Nevada,13.0,6
985,2021-03-28,Kentucky,8.0,57
986,2020-11-15,Wisconsin,12.0,38
987,2020-12-14,Kentucky,17.0,42
988,2021-03-22,South Carolina,13.0,56
989,2020-11-13,California,71.0,37
990,2020-06-18,Mississippi,11.0,16
991,2020-03-01,New Jersey,0.0,1
992,2020-08-31,Missouri,23.0,27
994,2020-05-07,Maryland,61.0,10
995,2020-09-27,Illinois,13.0,31
996,2020-04-12,North Carolina,9.0,7
997,2020-03-30,Wyoming,0.0,5
998,2020-04-29,Illinois,90.0,9
999,2020-06-27,Minnesota,14.0,17
1000,2020-12-06,Nevada,14.0,41
1001,2021-05-01,Nebraska,0.0,61
1002,2021-05-01,Vermont,1.0,61
1004,2020-12-04,Maine,3.0,40
1005,2020-08-22,Montana,1.0,25
1006,2021-03-14,Indiana,7.0,55
1007,2020-03-13,Illinois,0.0,2
1008,2021-05-21,Wyoming,0.0,64
1009,2020-04-05,North Carolina,11.0,6
1010,2020-07-13,Washington,,20
1011,2020-11-12,Michigan,60.0,37
1013,2020-10-29,Arizona,13.0,35
1014,2020-11-16,Missouri,41.0,38
1015,2020-04-09,Illinois,66.0,6
1016,2021-05-30,Alabama,0.0,66
1017,2020-09-21,Michigan,7.0,30
1018,2020-10-15,Montana,2.0,33
1019,2020-10-14,Indiana,31.0,33
1020,2020-11-27,Wyoming,0.0,39
1021,2020-06-11,Louisiana,19.0,15
1022,2020-12-18,Vermont,2.0,42
1023,2020-12-28,Maine,7.0,44
1024,2020-06-20,Nebraska,0.0,16
1025,2020-04-30,Montana,0.0,9
1026,2020-06-06,Connecticut,17.0,14
1027,2021-04-08,Missouri,5.0,58
1028,2020-04-17,Missouri,10.0,7
1029,2021-01-12,Rhode Island,15.0,46
1030,2021-03-05,Nebraska,0.0,53
1031,2021-01-10,Michigan,90.0,46
1032,2020-07-25,Oregon,4.0,21
1033,2020-10-20,Louisiana,6.0,34
1034,2020-12-10,Montana,10.0,41
1035,2020-11-14,Nevada,15.0,37
1037,2020-05-16,Washington,8.0,11
1038,2020-10-23,Maryland,7.0,34
1039,2021-05-12,Maryland,19.0,63
1040,2021-01-06,Montana,10.0,45
1041,2020-08-22,Minnesota,14.0,25
1042,2020-08-17,Oregon,3.0,25
1044,2020-11-03,Delaware,0.0,36
1045,2020-07-20,Minnesota,7.0,21
1046,2021-05-21,South Carolina,3.0,64
1047,2020-08-11,New Hampshire,0.0,24
1048,2021-01-02,Nebraska,1.0,44
1049,2020-04-06,Louisiana,35.0,6
1050,2020-05-31,Wisconsin,4.0,14
1052,2021-06-06,Connecticut,0.0,67
1054,2020-11-01,Vermont,0.0,36
1055,2020-07-08,Missouri,5.0,19
1056,2020-11-04,Missouri,41.0,36
1058,2020-09-30,Delaware,1.0,31
1059,2021-01-05,South Carolina,53.0,45
1060,2020-09-21,Wisconsin,2.0,30
1061,2020-11-21,Alabama,33.0,38
1062,2020-09-10,Louisiana,21.0,28
1063,2020-08-09,Connecticut,0.0,24
1064,2021-06-05,Maine,0.0,66
1066,2021-03-03,Oregon,27.0,53
1067,2020-12-10,California,249.0,41
1068,2020-07-28,Maryland,12.0,22
1069,2021-01-19,Maryland,49.0,47
1070,2020-10-16,Indiana,35.0,33
1071,2021-02-08,Michigan,29.0,50
1072,2020-07-07,California,118.0,19
1073,2020-06-28,New Hampshire,2.0,18
1074,2020-11-04,Maine,0.0,36
1075,2020-07-16,Mississippi,40.0,20
1077,2020-05-18,Indiana,32.0,12
1078,2020-07-29,Wyoming,0.0,22
1079,2021-05-31,Maine,0.0,66
1080,2021-05-12,Missouri,3.0,63
1081,2020-04-20,South Carolina,6.0,8
1082,2020-08-24,Minnesota,11.0,26
1083,2021-01-06,Idaho,17.0,45
1084,2020-07-30,Wyoming,0.0,22
1085,2020-11-14,Oregon,6.0,37
1086,2020-09-04,Louisiana,14.0,27
1087,2020-08-03,Nebraska,0.0,23
1089,2020-06-13,Montana,0.0,15
1090,2020-11-09,Rhode Island,4.0,37
1091,2021-03-16,Indiana,8.0,55
1092,2021-03-02,Mississippi,7.0,53
1093,2020-07-18,Nevada,9.0,20
1094,2020-04-19,California,69.0,8
1095,2021-04-26,Vermont,0.0,61
1097,2021-01-16,Maine,4.0,46
1098,2020-08-20,Illinois,27.0,25
1099,2020-11-23,Idaho,16.0,39
1100,2021-05-22,Nebraska,0.0,64
1101,2020-03-10,North Carolina,0.0,2
1102,2020-03-08,Oregon,0.0,2
1103,2020-11-19,Maine,2.0,38
1105,2020-08-04,Virginia,30.0,23
1106,2020-06-01,Arizona,11.0,14
1107,2020-06-19,Montana,0.0,16
1108,2020-09-11,Wyoming,0.0,28
1109,2020-11-23,Delaware,9.0,39
1110,2020-09-20,Mississippi,2.0,30
1111,2020-12-20,Mississippi,25.0,43
1112,2021-02-18,Mississippi,11.0,51
1113,2021-02-04,Washington,28.0,49
1114,2020-11-09,Wisconsin,18.0,37
1115,2020-03-26,Illinois,7.0,4
1117,2020-03-20,Arizona,1.0,3
1119,2020-11-03,Wyoming,6.0,36
1120,2020-03-23,North Dakota,0.0,4
1121,2020-05-10,Minnesota,0.0,11
1123,2020-09-07,Maryland,4.0,28
1124,2020-07-27,Delaware,1.0,22
1125,2020-05-06,Louisiana,,10
1127,2020-11-18,Wyoming,0.0,38
1129,2020-06-29,Oregon,2.0,18
1130,2021-06-01,New Jersey,7.0,66
1131,2021-04-05,New Hampshire,0.0,58
1133,2021-02-14,Minnesota,7.0,51
1134,2021-02-24,South Carolina,30.0,52
1135,2020-04-11,Illinois,81.0,6
1137,2021-03-08,North Dakota,0.0,54
1138,2020-10-24,North Dakota,8.0,34
1139,2020-07-13,Rhode Island,1.0,20
1140,2020-11-06,Vermont,0.0,36
1142,2020-05-06,Arizona,31.0,10
1143,2020-08-07,Louisiana,61.0,23
1144,2020-09-09,Wyoming,0.0,28
1145,2020-12-06,South Carolina,34.0,41
1146,2020-10-28,New Jersey,18.0,35
1147,2021-05-10,Missouri,2.0,63
1148,2020-11-08,Maine,0.0,37
1149,2020-10-18,South Carolina,15.0,34
1150,2021-03-02,Wyoming,11.0,53
1151,2020-05-29,Delaware,5.0,13
1152,2021-03-08,Kentucky,10.0,54
1153,2020-09-02,Virginia,11.0,27
1154,2021-04-17,Wyoming,0.0,59
1155,2020-06-12,Illinois,78.0,15
1156,2020-11-09,Idaho,12.0,37
1157,2020-05-23,California,80.0,12
1159,2020-05-19,Idaho,3.0,12
1162,2020-03-19,Michigan,5.0,3
1163,2020-03-15,North Dakota,0.0,3
1164,2020-11-09,North Dakota,35.0,37
1165,2020-07-21,Arizona,134.0,21
1166,2020-03-06,California,0.0,1
1167,2020-03-20,New Jersey,2.0,3
1168,2020-04-07,Minnesota,5.0,6
1170,2020-05-28,South Carolina,11.0,13
1171,2020-04-12,Nevada,2.0,7
1172,2020-03-08,Alabama,0.0,2
1174,2021-01-15,Indiana,78.0,46
1175,2020-12-26,New Hampshire,11.0,43
1176,2020-10-20,Minnesota,7.0,34
1177,2021-01-02,Missouri,39.0,44
1178,2021-03-06,Alabama,18.0,53
1179,2020-07-04,Illinois,9.0,18
1180,2020-11-17,Mississippi,23.0,38
1181,2020-07-01,Rhode Island,1.0,18
1182,2021-04-16,Minnesota,6.0,59
1184,2020-10-20,Nebraska,11.0,34
1185,2020-12-03,Delaware,0.0,40
1186,2020-09-14,Indiana,18.0,29
1187,2020-10-15,Missouri,28.0,33
1188,2020-05-05,Delaware,5.0,10
1189,2021-03-19,Missouri,4.0,55
1191,2020-12-31,California,610.0,44
1192,2021-01-11,Virginia,84.0,46
1194,2020-05-26,Oregon,0.0,13
1196,2021-04-06,Mississippi,2.0,58
1197,2020-10-11,South Carolina,10.0,33
1198,2020-11-05,Arizona,28.0,36
1199,2020-05-05,Maryland,56.0,10
1200,2020-09-03,Wyoming,0.0,27
1201,2020-12-20,Montana,1.0,43
1202,2020-08-16,Idaho,0.0,25
1203,2021-03-11,Washington,7.0,54
1204,2020-03-12,Minnesota,0.0,2
1205,2020-12-21,Illinois,120.0,43
1206,2020-07-10,California,95.0,19
1207,2020-05-24,Michigan,32.0,13
1208,2021-04-28,North Carolina,15.0,61
1209,2020-03-03,Nebraska,0.0,1
1210,2020-03-31,Nevada,9.0,5
1211,2021-05-17,Minnesota,0.0,64
1212,2020-11-30,Illinois,103.0,40
1213,2021-04-26,Washington,16.0,61
1215,2020-09-03,North Dakota,0.0,27
1216,2020-03-23,Alabama,1.0,4
1217,2021-01-19,Idaho,30.0,47
1218,2021-02-26,Oregon,2.0,52
1219,2020-06-06,Indiana,22.0,14
1221,2020-12-26,New Jersey,18.0,43
1222,2021-03-15,Arizona,0.0,55
1223,2020-04-14,Montana,0.0,7
1224,2020-09-27,New Jersey,3.0,31
1226,2021-04-22,Maine,2.0,60
1227,2020-09-21,Vermont,0.0,30
1228,2021-05-09,California,16.0,63
1229,2020-06-04,Connecticut,18.0,14
1230,2021-01-19,Alabama,80.0,47
1231,2021-04-20,New Hampshire,1.0,60
1232,2021-03-28,Nebraska,0.0,57
1233,2020-10-26,California,44.0,35
1234,2020-03-04,Alabama,0.0,1
1235,2021-01-07,Maine,42.0,45
1237,2021-05-20,Indiana,14.0,64
1240,2021-06-05,Oregon,5.0,66
1241,2020-08-31,North Dakota,2.0,27
1242,2020-04-05,Vermont,2.0,6
1243,2020-10-24,Illinois,63.0,34
1244,2020-12-19,South Carolina,41.0,42
1245,2021-04-29,Minnesota,30.0,61
1246,2021-02-01,Arizona,4.0,49
1247,2020-05-12,Rhode Island,22.0,11
1248,2021-04-15,Illinois,31.0,59
1249,2020-06-11,Nevada,28.0,15
1251,2021-03-04,California,120.0,53
1252,2021-01-14,Rhode Island,10.0,46
1255,2021-03-17,New Jersey,79.0,55
1256,2020-07-13,South Carolina,28.0,20
1258,2020-08-27,Oregon,5.0,26
1259,2020-05-30,Missouri,6.0,13
1260,2020-04-29,Maryland,70.0,9
1263,2021-04-10,Oregon,0.0,58
1264,2020-03-14,Delaware,0.0,2
1265,2021-02-24,Vermont,0.0,52
1266,2021-01-28,North Carolina,108.0,48
1268,2021-01-16,Montana,2.0,46
1269,2020-03-20,Alabama,0.0,3
1270,2020-05-19,Oregon,2.0,12
1271,2021-02-08,Montana,0.0,50
1274,2021-05-13,Maryland,15.0,63
1275,2021-05-01,Kentucky,9.0,61
1276,2020-11-23,North Dakota,37.0,39
1277,2020-12-20,Washington,0.0,43
1278,2021-02-22,North Dakota,1.0,52
1279,2020-04-12,Michigan,171.0,7
1280,2020-06-26,Wyoming,0.0,17
1283,2021-03-25,Illinois,34.0,56
1284,2020-04-06,South Carolina,6.0,6
1285,2020-03-19,North Carolina,0.0,3
1286,2021-05-13,Washington,12.0,63
1288,2021-02-04,Idaho,,49
1289,2021-03-28,Indiana,8.0,57
1291,2020-11-29,Nebraska,0.0,40
1292,2021-01-21,Indiana,71.0,47
1293,2021-02-20,Vermont,3.0,51
1294,2020-06-23,Illinois,36.0,17
1295,2021-01-14,Maryland,51.0,46
1296,2021-05-04,Illinois,21.0,62
1297,2021-01-18,Kentucky,40.0,47
1299,2020-03-17,Michigan,0.0,3
1300,2020-11-09,Connecticut,24.0,37
1301,2020-10-09,Connecticut,3.0,32
1304,2020-03-25,Michigan,25.0,4
1305,2020-11-24,Maine,1.0,39
1306,2020-06-08,Michigan,16.0,15
1307,2021-01-17,Montana,4.0,47
1308,2020-11-09,Mississippi,34.0,37
1311,2020-12-01,Washington,31.0,40
1312,2020-06-03,Maine,0.0,14
1313,2020-07-06,South Carolina,17.0,19
1314,2020-07-24,South Carolina,47.0,21
1315,2020-10-15,New Jersey,6.0,33
1317,2020-06-26,Delaware,0.0,17
1318,2020-09-05,Montana,2.0,27
1319,2020-04-28,Arizona,18.0,9
1320,2020-04-10,California,59.0,6
1321,2021-01-08,New Hampshire,19.0,45
1323,2020-09-25,Vermont,0.0,30
1324,2021-03-02,Missouri,7.0,53
1325,2021-02-23,Maryland,13.0,52
1326,2020-04-11,Montana,0.0,6
1327,2020-05-14,Wisconsin,13.0,11
1328,2021-04-09,Wisconsin,5.0,58
1329,2020-11-11,Michigan,69.0,37
1330,2020-04-10,Mississippi,14.0,6
1331,2020-06-13,California,72.0,15
1332,2020-08-27,Missouri,11.0,26
1333,2020-06-04,Missouri,5.0,14
1334,2021-06-01,North Carolina,23.0,66
1335,2020-12-30,Minnesota,66.0,44
1336,2020-08-21,Louisiana,50.0,25
1337,2020-06-05,Mississippi,11.0,14
1339,2020-10-18,California,36.0,34
1340,2020-05-11,Montana,0.0,11
1341,2021-01-13,Montana,2.0,46
1342,2020-07-31,Delaware,4.0,22
1343,2020-10-25,Virginia,2.0,35
1344,2020-03-10,Kentucky,0.0,2
1346,2020-10-03,Delaware,0.0,31
1348,2021-03-20,North Carolina,16.0,55
1349,2020-09-24,South Carolina,14.0,30
1350,2020-09-24,Arizona,34.0,30
1351,2020-09-29,Virginia,21.0,31
1352,2021-05-16,New Jersey,9.0,64
1353,2021-03-09,Nebraska,10.0,54
1354,2020-06-22,Alabama,12.0,17
1355,2020-11-01,Alabama,19.0,36
1356,2020-05-05,South Carolina,9.0,10
1357,2021-04-25,Arizona,8.0,61
1358,2021-02-08,Indiana,31.0,50
1359,2020-10-23,Rhode Island,3.0,34
1360,2020-09-22,Montana,1.0,30
1361,2021-05-17,Vermont,0.0,64
1362,2020-10-11,Idaho,0.0,33
1364,2020-11-18,Mississippi,25.0,38
1365,2020-07-31,Connecticut,1.0,22
1366,2020-10-31,Washington,0.0,35
1368,2020-07-06,Alabama,17.0,19
1370,2021-05-29,Alabama,0.0,65
1371,2020-10-26,Washington,25.0,35
1372,2020-08-04,Maine,1.0,23
1373,2020-10-23,Virginia,39.0,34
1375,2020-04-20,Louisiana,32.0,8
1376,2021-05-26,Nevada,7.0,65
1377,2021-01-08,Louisiana,105.0,45
1378,2020-08-29,Mississippi,12.0,26
1380,2020-10-23,South Carolina,23.0,34
1381,2021-05-05,California,23.0,62
1385,2021-02-02,New Jersey,71.0,49
1386,2020-06-02,Vermont,0.0,14
1387,2021-02-02,Oregon,23.0,49
1388,2020-12-05,Louisiana,0.0,40
1389,2020-12-18,North Carolina,66.0,42
1390,2021-05-30,Rhode Island,0.0,66
1391,2020-06-10,Virginia,6.0,15
1392,2021-04-30,Wyoming,0.0,61
1393,2020-07-24,Minnesota,5.0,21
1394,2021-01-01,Idaho,0.0,44
1395,2020-10-02,Wisconsin,5.0,31
1396,2020-07-29,New Jersey,,22
1397,2021-01-24,New Hampshire,6.0,48
1399,2020-03-14,North Carolina,0.0,2
1400,2020-10-11,Michigan,8.0,33
1401,2021-04-01,North Carolina,9.0,57
1402,2020-07-21,Delaware,2.0,21
1403,2021-01-04,Nevada,23.0,45
1405,2020-12-23,New Jersey,140.0,43
1406,2020-06-15,North Dakota,3.0,16
1407,2020-07-06,Vermont,0.0,19
1408,2020-08-12,Indiana,15.0,24
1410,2021-03-18,Delaware,1.0,55
1411,2021-03-26,Wisconsin,4.0,56
1412,2020-08-30,Indiana,12.0,27
1413,2020-12-29,Michigan,84.0,44
1414,2020-03-18,Michigan,3.0,3
1415,2020-04-15,Louisiana,90.0,7
1416,2021-02-01,Rhode Island,11.0,49
1417,2020-05-23,Washington,7.0,12
1418,2021-05-03,New Hampshire,0.0,62
1419,2020-11-15,Oregon,2.0,38
1420,2020-05-06,Washington,8.0,10
1421,2020-06-04,Alabama,12.0,14
1422,2020-03-05,Michigan,0.0,1
1424,2020-11-15,Michigan,88.0,38
1425,2020-09-08,North Dakota,1.0,28
1426,2020-11-12,Wisconsin,67.0,37
1428,2020-03-14,Washington,3.0,2
1429,2020-07-18,Indiana,9.0,20
1430,2020-04-30,Wyoming,0.0,9
1431,2021-05-20,North Carolina,12.0,64
1432,2020-11-19,Wisconsin,85.0,38
1433,2020-03-16,Montana,0.0,3
1435,2020-12-19,Indiana,110.0,42
1436,2020-08-25,Wyoming,0.0,26
1437,2020-12-05,Mississippi,30.0,40
1438,2020-06-22,Montana,1.0,17
1439,2020-04-06,New Hampshire,0.0,6
1440,2021-06-03,Arizona,5.0,66
1442,2021-04-22,Minnesota,10.0,60
1443,2021-01-22,Maryland,40.0,47
1444,2020-03-28,South Carolina,3.0,4
1446,2020-06-11,New Jersey,66.0,15
1447,2020-03-13,Vermont,0.0,2
1448,2021-02-26,California,156.0,52
1449,2020-04-29,New Jersey,328.0,9
1450,2020-05-15,Idaho,1.0,11
1451,2020-05-26,Missouri,11.0,13
1452,2020-05-26,New Hampshire,4.0,13
1453,2020-06-01,Connecticut,20.0,14
1454,2021-03-09,Louisiana,11.0,54
1455,2021-01-05,New Hampshire,11.0,45
1456,2021-02-15,Alabama,27.0,51
1458,2021-01-02,Delaware,0.0,44
1459,2021-04-28,Maryland,17.0,61
1460,2021-02-24,Idaho,0.0,52
1461,2021-03-30,North Dakota,0.0,57
1462,2020-03-02,Rhode Island,0.0,1
1463,2020-07-26,Kentucky,4.0,22
1466,2020-11-28,North Carolina,44.0,39
1468,2021-05-08,Maine,0.0,62
1470,2021-01-13,Louisiana,51.0,46
1471,2020-09-12,Missouri,26.0,28
1472,2021-03-14,South Carolina,8.0,55
1473,2020-07-05,Nebraska,0.0,19
1474,2021-04-02,North Dakota,0.0,57
1475,2020-09-06,California,87.0,28
1476,2020-10-18,Kentucky,5.0,34
1478,2020-08-07,Virginia,5.0,23
1479,2020-05-07,North Carolina,12.0,10
1480,2020-05-31,Oregon,0.0,14
1481,2020-12-19,Nebraska,5.0,42
1482,2021-02-19,Montana,2.0,51
1484,2021-03-22,Delaware,2.0,56
1485,2021-05-09,Washington,0.0,63
1486,2020-06-21,Missouri,3.0,17
1487,2021-05-09,Vermont,0.0,63
1489,2021-05-13,Maine,1.0,63
1490,2020-08-21,Vermont,0.0,25
1492,2021-05-28,Montana,2.0,65
1493,2020-12-20,Nebraska,11.0,43
1494,2021-01-26,Rhode Island,12.0,48
1495,2020-05-14,Indiana,29.0,11
1496,2021-04-29,Connecticut,4.0,61
1497,2021-05-20,South Carolina,4.0,64
1498,2020-08-21,Wisconsin,1.0,25
1499,2021-01-02,North Dakota,0.0,44
1500,2020-09-27,Missouri,31.0,31
1501,2020-03-05,Washington,0.0,1
1502,2020-07-15,Delaware,0.0,20
1503,2020-07-28,Vermont,0.0,22
1504,2020-05-22,Mississippi,11.0,12
1505,2020-04-25,Nebraska,3.0,8
1506,2020-03-28,Wisconsin,0.0,4
1507,2020-05-06,South Carolina,12.0,10
1509,2020-11-28,Kentucky,14.0,39
1511,2020-10-27,Wisconsin,71.0,35
1512,2020-03-05,Wisconsin,0.0,1
1513,2020-06-25,Maryland,12.0,17
1514,2020-07-02,Washington,3.0,18
1515,2020-12-12,Arizona,77.0,41
1516,2020-10-13,Connecticut,1.0,33
1517,2021-04-08,California,35.0,58
1518,2020-05-07,Nebraska,4.0,10
1519,2020-09-21,Washington,18.0,30
1520,2020-08-21,Connecticut,2.0,25
1521,2020-11-17,Louisiana,17.0,38
1522,2020-11-11,Missouri,49.0,37
1523,2020-07-22,South Carolina,54.0,21
1524,2020-08-13,Louisiana,41.0,24
1525,2020-05-15,New Jersey,192.0,11
1526,2021-02-19,Maryland,28.0,51
1527,2021-02-26,Rhode Island,0.0,52
1528,2020-12-08,Alabama,53.0,41
1529,2020-05-31,Mississippi,11.0,14
1530,2020-06-15,Connecticut,3.0,16
1531,2021-04-30,Michigan,67.0,61
1534,2021-04-17,North Carolina,16.0,59
1535,2020-03-23,Montana,0.0,4
1536,2021-03-18,Illinois,32.0,55
1539,2020-04-04,Oregon,4.0,5
1540,2020-10-22,Wisconsin,23.0,34
1541,2020-12-22,Connecticut,27.0,43
1542,2020-09-26,Nebraska,1.0,30
1544,2020-05-04,Rhode Island,18.0,10
1545,2021-04-08,Connecticut,5.0,58
1546,2020-08-19,Delaware,0.0,25
1547,2020-10-04,Idaho,2.0,32
1548,2021-06-02,Maryland,6.0,66
1550,2020-07-16,New Hampshire,1.0,20
1551,2020-10-31,Kentucky,9.0,35
1552,2021-04-14,Washington,17.0,59
1553,2020-12-13,Missouri,62.0,42
1554,2020-04-16,Connecticut,103.0,7
1555,2021-05-07,Arizona,24.0,62
1556,2021-03-15,Louisiana,19.0,55
1557,2021-04-06,Alabama,8.0,58
1558,2021-05-05,Rhode Island,7.0,62
1559,2021-05-24,Michigan,33.0,65
1560,2020-09-21,Montana,3.0,30
1561,2021-04-12,Montana,1.0,59
1562,2020-03-14,Nevada,0.0,2
1563,2020-06-19,North Dakota,1.0,16
1564,2020-12-31,Delaware,9.0,44
1565,2020-06-09,Connecticut,13.0,15
1567,2020-12-11,Washington,29.0,41
1568,2020-05-12,Michigan,51.0,11
1569,2020-12-14,South Carolina,28.0,42
1571,2021-03-21,North Carolina,14.0,56
1572,2021-02-21,Delaware,1.0,52
1573,2020-03-11,Delaware,0.0,2
1574,2021-02-23,Connecticut,10.0,52
1575,2020-12-20,Missouri,48.0,43
1577,2020-10-03,California,60.0,31
1579,2020-08-15,Illinois,5.0,24
1580,2020-05-01,Nevada,2.0,9
1581,2020-08-10,Minnesota,6.0,24
1582,2021-04-11,Maryland,23.0,59
1583,2021-05-20,Washington,17.0,64
1584,2020-08-05,Washington,5.0,23
1585,2020-11-25,Connecticut,45.0,39
1586,2020-10-13,Wisconsin,34.0,33
1588,2021-04-11,Michigan,44.0,59
1589,2020-03-10,Montana,0.0,2
1590,2021-02-08,Minnesota,3.0,50
1591,2020-07-05,Arizona,4.0,19
1592,2021-03-30,California,41.0,57
1593,2020-08-18,North Dakota,2.0,25
1594,2020-10-04,Missouri,26.0,32
1595,2020-06-22,Nevada,2.0,17
1596,2021-04-28,Indiana,11.0,61
1598,2021-01-09,Montana,5.0,45
1600,2020-04-20,Vermont,0.0,8
1602,2020-05-30,New Hampshire,4.0,13
1603,2020-04-26,Illinois,59.0,9
1604,2021-03-30,Arizona,23.0,57
1605,2020-04-02,North Carolina,9.0,5
1606,2020-07-20,Alabama,29.0,21
1607,2020-09-16,Delaware,1.0,29
1609,2020-11-13,Nebraska,19.0,37
1610,2021-06-05,New Jersey,8.0,66
1611,2020-07-16,Louisiana,24.0,20
1613,2020-08-11,Rhode Island,3.0,24
1614,2021-02-17,Washington,50.0,51
1615,2021-03-23,Wisconsin,0.0,56
1616,2021-01-28,Wyoming,0.0,48
1619,2020-12-26,Maine,6.0,43
1621,2020-09-27,Arizona,1.0,31
1622,2020-09-13,Michigan,8.0,29
