,submission_date,state,new_death,week
15482,2021-03-10,Arkansas,25.0,54
15483,2020-05-25,Florida,15.0,13
15484,2020-03-02,Utah,0.0,1
15485,2020-03-30,Colorado,4.0,5
15486,2020-10-13,Pennsylvania,16.0,33
15487,2020-11-16,Texas,173.0,38
15488,2021-03-03,Ohio,0.0,53
15489,2021-04-01,Iowa,8.0,57
15490,2020-05-11,Oklahoma,1.0,11
15492,2021-05-20,West Virginia,2.0,64
15493,2021-01-27,New Mexico,27.0,48
15494,2020-08-17,New York,5.0,25
15495,2020-10-28,Oklahoma,20.0,35
15496,2020-07-29,South Dakota,6.0,22
15497,2021-02-14,Georgia,21.0,51
15499,2021-04-13,Texas,48.0,59
15500,2020-07-27,Arkansas,7.0,22
15502,2020-08-30,Arkansas,12.0,27
15503,2020-03-01,Iowa,0.0,1
15504,2020-10-25,West Virginia,1.0,35
15505,2021-04-15,Colorado,5.0,59
15506,2021-06-01,Utah,0.0,66
15507,2021-05-27,Kansas,0.0,65
15509,2020-09-17,Oklahoma,16.0,29
15511,2020-08-07,Texas,209.0,23
15512,2021-04-14,South Dakota,1.0,59
15513,2021-01-28,Kansas,0.0,48
15515,2020-06-13,Pennsylvania,0.0,15
15517,2021-04-08,Pennsylvania,42.0,58
15518,2020-03-05,Alaska,0.0,1
15519,2020-07-08,Ohio,21.0,19
15520,2021-05-27,Alaska,0.0,65
15521,2020-08-30,Oklahoma,9.0,27
15526,2021-03-21,Ohio,0.0,56
15528,2020-09-29,New York,2.0,31
15529,2021-02-18,Georgia,130.0,51
15530,2021-03-22,Texas,60.0,56
15532,2020-04-21,Florida,44.0,8
15533,2020-09-18,Texas,62.0,29
15534,2020-09-02,Kansas,12.0,27
15535,2020-09-14,Ohio,4.0,29
15536,2020-07-04,South Dakota,0.0,18
15537,2020-07-15,New Mexico,6.0,20
15539,2020-10-11,Ohio,2.0,33
15540,2020-06-22,Tennessee,10.0,17
15541,2021-05-09,Iowa,1.0,63
15542,2020-08-02,Kansas,0.0,23
15543,2021-05-24,Arkansas,3.0,65
15544,2020-06-20,West Virginia,0.0,16
15546,2021-01-20,Iowa,62.0,47
15547,2020-09-07,Arkansas,14.0,28
15548,2020-12-27,New Mexico,30.0,44
15549,2020-11-19,Georgia,37.0,38
15551,2021-01-17,Colorado,16.0,47
15553,2021-05-18,Tennessee,10.0,64
15554,2020-09-01,Ohio,27.0,27
15555,2020-12-16,Iowa,14.0,42
15556,2021-03-18,Oklahoma,8.0,55
15558,2021-03-16,Iowa,15.0,55
15559,2020-05-16,Arkansas,0.0,11
15561,2020-08-25,Ohio,10.0,26
15562,2021-01-13,Arkansas,65.0,46
15563,2020-08-23,Hawaii,0.0,26
15564,2021-03-06,Utah,5.0,53
15565,2020-04-15,Kansas,5.0,7
15566,2021-04-28,South Dakota,1.0,61
15567,2021-02-03,Ohio,94.0,49
15569,2021-03-28,Texas,42.0,57
15570,2020-05-12,New York,98.0,11
15571,2020-09-07,Georgia,7.0,28
15572,2021-01-11,Texas,328.0,46
15573,2020-06-29,West Virginia,0.0,18
15574,2021-05-25,Florida,80.0,65
15575,2020-09-30,New York,5.0,31
15576,2020-09-09,Massachusetts,12.0,28
15577,2020-10-13,Tennessee,36.0,33
15578,2020-05-17,Utah,1.0,12
15579,2021-05-18,Georgia,26.0,64
15580,2021-01-01,West Virginia,23.0,44
15584,2020-07-19,Georgia,5.0,21
15586,2020-08-17,Iowa,12.0,25
15588,2020-08-27,Iowa,25.0,26
15589,2020-12-29,Alaska,2.0,44
15591,2020-06-06,Colorado,3.0,14
15592,2020-08-25,South Dakota,0.0,26
15596,2020-05-21,New York,54.0,12
15598,2020-03-11,Texas,0.0,2
15599,2020-07-16,Florida,156.0,20
15600,2020-07-29,Florida,216.0,22
15601,2021-03-14,West Virginia,11.0,55
15603,2021-04-22,Alaska,0.0,60
15605,2020-12-20,Colorado,29.0,43
15608,2020-03-16,Tennessee,0.0,3
15609,2020-09-26,Texas,67.0,30
15612,2020-04-22,West Virginia,3.0,8
15613,2020-03-03,New York,0.0,1
15614,2021-04-07,Massachusetts,7.0,58
15615,2020-05-08,Utah,5.0,10
15616,2020-10-26,Hawaii,0.0,35
15617,2020-10-20,Arkansas,14.0,34
15618,2020-10-10,Florida,0.0,32
15622,2021-04-18,Iowa,0.0,60
15624,2020-05-13,Alaska,0.0,11
15625,2020-08-23,New Mexico,2.0,26
15626,2020-03-25,Pennsylvania,3.0,4
15627,2020-09-10,Texas,73.0,28
15628,2021-04-18,West Virginia,5.0,60
15629,2021-01-21,Tennessee,86.0,47
15630,2021-05-30,Massachusetts,4.0,66
15631,2020-05-19,Hawaii,0.0,12
15632,2020-08-11,New Mexico,3.0,24
15633,2021-02-15,Pennsylvania,23.0,51
15636,2020-10-18,Hawaii,1.0,34
15637,2020-12-10,Ohio,0.0,41
15639,2020-06-22,Georgia,5.0,17
15641,2020-12-08,Kansas,0.0,41
15642,2020-07-03,Iowa,3.0,18
15643,2020-11-16,Iowa,6.0,38
15646,2020-05-17,New Mexico,6.0,12
15647,2020-06-06,Georgia,,14
15648,2020-12-13,Alaska,3.0,42
15649,2020-08-23,Colorado,0.0,26
15650,2020-11-24,Florida,72.0,39
15652,2021-03-15,Colorado,2.0,55
15654,2021-04-20,West Virginia,4.0,60
15655,2020-12-23,Colorado,93.0,43
15656,2020-08-27,Ohio,32.0,26
15658,2020-11-24,Iowa,19.0,39
15659,2021-01-26,New York,111.0,48
15660,2020-09-29,New Mexico,2.0,31
15661,2020-04-08,Texas,25.0,6
15663,2021-01-23,New York,96.0,47
15665,2020-05-20,Tennessee,2.0,12
15669,2020-06-29,New Mexico,1.0,18
15670,2021-02-07,New York,82.0,50
15671,2020-08-15,West Virginia,3.0,24
15674,2020-11-09,Kansas,15.0,37
15678,2020-06-26,South Dakota,1.0,17
15679,2020-08-02,Florida,62.0,23
15680,2021-01-02,Florida,217.0,44
15681,2020-05-20,Alaska,0.0,12
15682,2020-08-31,Iowa,3.0,27
15683,2020-05-02,Iowa,5.0,9
15684,2020-07-11,South Dakota,2.0,19
15685,2021-02-17,Iowa,43.0,51
15686,2021-02-09,South Dakota,0.0,50
15687,2020-08-24,Georgia,24.0,26
15688,2020-05-01,Tennessee,5.0,9
15689,2020-09-10,Massachusetts,21.0,28
15690,2020-08-02,Massachusetts,10.0,23
15691,2020-08-03,Texas,203.0,23
15692,2021-04-24,South Dakota,1.0,60
15693,2021-03-14,Georgia,,55
15694,2021-01-07,South Dakota,25.0,45
15695,2021-03-21,Colorado,5.0,56
15696,2020-05-12,New Mexico,11.0,11
15701,2021-03-10,West Virginia,4.0,54
15702,2020-07-29,Utah,1.0,22
15703,2020-04-01,Ohio,10.0,5
15704,2021-03-01,New Mexico,13.0,53
15707,2020-04-29,Colorado,30.0,9
15708,2020-10-20,Ohio,8.0,34
15709,2020-10-27,Georgia,17.0,35
15712,2020-10-13,Massachusetts,15.0,33
15713,2020-06-23,Kansas,0.0,17
15714,2021-03-01,Texas,136.0,53
15715,2020-05-04,Massachusetts,138.0,10
15716,2020-05-21,Pennsylvania,,12
15717,2020-11-12,Arkansas,18.0,37
15718,2020-10-03,Georgia,28.0,31
15720,2020-09-23,Colorado,5.0,30
15721,2021-02-08,Iowa,2.0,50
15724,2020-07-26,Florida,77.0,22
15725,2020-11-28,Ohio,32.0,39
15726,2020-05-06,Hawaii,0.0,10
15728,2020-07-13,Georgia,25.0,20
15729,2020-06-05,Arkansas,1.0,14
15730,2020-03-26,Colorado,5.0,4
15731,2021-04-12,Alaska,0.0,59
15732,2020-05-30,Alaska,1.0,13
15734,2020-12-18,Tennessee,92.0,42
15735,2020-06-25,Hawaii,0.0,17
15738,2020-06-15,West Virginia,0.0,16
15740,2020-06-21,Florida,17.0,17
15742,2020-08-11,Iowa,7.0,24
15745,2020-05-04,Iowa,4.0,10
15746,2020-08-25,Texas,111.0,26
15747,2021-04-12,Ohio,8.0,59
15748,2021-04-04,Kansas,0.0,58
15751,2020-10-16,Oklahoma,14.0,33
15752,2020-06-29,New York,6.0,18
15754,2020-11-25,New Mexico,23.0,39
15755,2021-04-02,Georgia,57.0,57
15756,2020-05-16,Colorado,42.0,11
15757,2020-05-18,Utah,5.0,12
15758,2020-09-12,Arkansas,11.0,28
15759,2020-08-24,Colorado,1.0,26
15760,2020-04-05,Georgia,11.0,6
15761,2020-04-17,Massachusetts,175.0,7
15762,2021-01-30,Arkansas,7.0,48
15763,2020-11-11,Colorado,16.0,37
15764,2021-05-19,Hawaii,0.0,64
15765,2020-10-13,Texas,71.0,33
15766,2021-01-12,New Mexico,30.0,46
15767,2021-01-01,Oklahoma,55.0,44
15768,2020-11-29,Arkansas,21.0,40
15769,2020-03-12,Utah,0.0,2
15771,2020-12-18,New York,91.0,42
15772,2020-08-01,Georgia,73.0,22
15773,2020-07-02,Utah,8.0,18
15774,2021-03-02,Utah,9.0,53
15775,2021-05-17,Massachusetts,19.0,64
15776,2020-11-02,Pennsylvania,6.0,36
15779,2020-11-17,Texas,185.0,38
15780,2021-03-25,Utah,6.0,56
15782,2021-03-11,Arkansas,28.0,54
15783,2020-07-27,Florida,77.0,22
15784,2020-12-22,New Mexico,23.0,43
15785,2020-10-26,Tennessee,42.0,35
15787,2020-06-04,South Dakota,2.0,14
15788,2021-02-15,Utah,2.0,51
15789,2020-03-06,Oklahoma,0.0,1
15790,2021-06-05,Massachusetts,4.0,66
15792,2020-10-10,Colorado,9.0,32
15793,2021-02-25,Colorado,8.0,52
15794,2020-11-14,Texas,135.0,37
15795,2021-05-03,New York,23.0,62
15796,2021-06-03,Massachusetts,7.0,66
15797,2021-04-27,New Mexico,12.0,61
15798,2020-11-08,Kansas,0.0,37
15799,2020-07-20,Iowa,4.0,21
15800,2021-04-05,Utah,,58
15801,2020-10-05,Tennessee,29.0,32
15802,2020-11-04,South Dakota,14.0,36
15803,2021-01-15,Oklahoma,54.0,46
15804,2020-06-30,Tennessee,8.0,18
15805,2020-08-22,Tennessee,20.0,25
15806,2021-03-10,New York,20.0,54
15810,2020-10-27,Pennsylvania,23.0,35
15811,2020-06-06,Arkansas,2.0,14
15812,2020-10-16,Tennessee,41.0,33
15813,2020-03-23,Pennsylvania,0.0,4
15815,2020-06-05,Utah,1.0,14
15817,2020-06-30,Arkansas,5.0,18
15818,2020-07-07,Kansas,0.0,19
15821,2021-06-03,Utah,3.0,66
15822,2020-12-10,Alaska,5.0,41
15823,2021-05-20,Florida,76.0,64
15824,2020-12-11,Georgia,56.0,41
15827,2020-07-28,Pennsylvania,16.0,22
15828,2020-07-13,Oklahoma,1.0,20
15829,2020-07-23,Florida,173.0,21
15830,2020-08-15,South Dakota,2.0,24
15833,2020-09-07,Florida,22.0,28
15834,2021-06-06,Utah,0.0,67
15835,2020-07-25,Kansas,0.0,21
15838,2020-05-17,Colorado,23.0,12
15839,2020-11-23,New Mexico,17.0,39
15840,2020-05-09,Tennessee,6.0,10
15841,2021-01-07,Florida,164.0,45
15842,2020-11-18,Hawaii,1.0,38
15844,2021-03-30,South Dakota,2.0,57
15845,2020-06-19,Massachusetts,33.0,16
15846,2020-07-23,Arkansas,6.0,21
15847,2020-08-06,Colorado,1.0,23
15848,2020-10-03,Florida,74.0,31
15850,2020-11-15,Hawaii,0.0,38
15853,2021-02-19,Arkansas,13.0,51
15854,2020-12-24,Ohio,95.0,43
15855,2020-10-08,Iowa,6.0,32
15857,2020-06-06,Iowa,6.0,14
15858,2021-05-09,West Virginia,0.0,63
15859,2021-03-10,Texas,100.0,54
15862,2020-09-30,Arkansas,19.0,31
15863,2020-05-12,Texas,33.0,11
15864,2020-07-20,Colorado,6.0,21
15865,2021-04-22,Arkansas,5.0,60
15867,2021-04-06,Oklahoma,5.0,58
15868,2020-06-21,New Mexico,3.0,17
15869,2020-05-25,Hawaii,0.0,13
15870,2020-12-25,Georgia,49.0,43
15871,2020-08-20,Pennsylvania,0.0,25
15876,2020-04-27,Texas,25.0,9
15877,2021-01-08,Oklahoma,64.0,45
15878,2020-03-21,Georgia,6.0,3
15879,2020-06-23,Florida,65.0,17
15880,2021-01-12,Georgia,187.0,46
15882,2021-04-04,New Mexico,0.0,58
15884,2021-02-19,Pennsylvania,67.0,51
15885,2020-08-27,South Dakota,0.0,26
15886,2021-01-13,Georgia,141.0,46
15887,2021-01-30,Texas,274.0,48
15888,2020-09-07,Oklahoma,12.0,28
15889,2020-05-01,Texas,43.0,9
15890,2020-09-22,Texas,59.0,30
15893,2020-11-20,Oklahoma,44.0,38
15896,2020-03-01,Pennsylvania,0.0,1
15897,2021-04-08,Georgia,69.0,58
15898,2020-07-29,Massachusetts,14.0,22
15899,2021-03-09,New York,34.0,54
15900,2021-04-03,Pennsylvania,40.0,57
15901,2020-12-26,Texas,230.0,43
15902,2020-10-31,West Virginia,6.0,35
15903,2021-05-20,Massachusetts,8.0,64
15904,2021-02-27,Massachusetts,51.0,52
15905,2020-05-01,Massachusetts,179.0,9
15906,2020-12-30,Kansas,193.0,44
15908,2020-10-15,South Dakota,8.0,33
15909,2020-09-30,Oklahoma,13.0,31
15910,2020-04-21,Oklahoma,10.0,8
15912,2021-05-01,Hawaii,0.0,61
15913,2020-09-09,Oklahoma,8.0,28
15914,2021-05-09,Kansas,0.0,63
15915,2020-06-14,Iowa,2.0,16
15916,2020-05-28,Ohio,54.0,13
15917,2020-08-08,West Virginia,4.0,23
15919,2020-11-02,Colorado,7.0,36
15920,2020-05-01,Pennsylvania,62.0,9
15921,2021-02-17,Kansas,115.0,51
15922,2020-07-04,Massachusetts,20.0,18
15924,2020-09-27,Hawaii,0.0,31
15926,2020-05-25,Tennessee,10.0,13
15927,2020-11-26,Massachusetts,25.0,39
15928,2021-02-12,Colorado,9.0,50
15929,2021-04-24,Iowa,20.0,60
15930,2020-03-03,Alaska,0.0,1
15931,2020-09-15,Hawaii,0.0,29
15933,2020-10-10,Tennessee,26.0,32
15934,2020-10-17,Arkansas,19.0,33
15935,2020-06-20,Utah,,16
15937,2021-03-17,New York,22.0,55
15938,2020-10-31,Pennsylvania,28.0,35
15939,2020-07-21,Arkansas,11.0,21
15943,2020-12-10,Arkansas,34.0,41
15944,2021-05-11,New Mexico,2.0,63
15945,2020-09-02,West Virginia,8.0,27
15946,2020-05-06,New York,575.0,10
15948,2020-12-09,New Mexico,67.0,41
15950,2021-01-27,Oklahoma,46.0,48
15951,2020-04-02,Iowa,2.0,5
15953,2020-10-01,Georgia,42.0,31
15954,2020-07-28,Tennessee,17.0,22
15955,2020-03-01,Hawaii,0.0,1
15956,2020-04-10,Arkansas,3.0,6
15957,2020-07-09,Kansas,0.0,19
15958,2020-05-19,Iowa,8.0,12
15959,2021-05-21,Tennessee,11.0,64
15960,2020-08-13,Massachusetts,12.0,24
15962,2020-07-05,Tennessee,17.0,19
15965,2020-06-13,Georgia,28.0,15
15966,2020-08-11,West Virginia,6.0,24
15967,2021-04-25,Pennsylvania,5.0,61
15969,2020-11-06,Tennessee,40.0,36
15970,2021-03-04,New York,26.0,53
15971,2021-02-17,West Virginia,9.0,51
15972,2020-08-02,Tennessee,23.0,23
15973,2020-04-06,Oklahoma,13.0,6
15974,2021-01-02,Arkansas,18.0,44
15975,2020-03-24,Georgia,7.0,4
15976,2020-05-15,Tennessee,15.0,11
15977,2020-05-04,Arkansas,4.0,10
15979,2020-04-09,Tennessee,16.0,6
15980,2020-06-23,South Dakota,2.0,17
15981,2021-01-06,Georgia,93.0,45
15982,2020-11-11,Ohio,76.0,37
15983,2020-03-17,Pennsylvania,0.0,3
15984,2021-05-15,Pennsylvania,25.0,63
15985,2020-12-18,Alaska,1.0,42
15986,2020-05-07,Massachusetts,132.0,10
15987,2021-05-26,Texas,6.0,65
15988,2021-01-21,Florida,161.0,47
15989,2020-09-03,Massachusetts,11.0,27
15990,2021-02-26,Alaska,0.0,52
15992,2021-04-29,Hawaii,1.0,61
15993,2020-06-05,Iowa,12.0,14
15994,2020-07-09,Texas,171.0,19
15995,2021-05-07,Pennsylvania,47.0,62
15996,2020-03-26,Texas,11.0,4
15997,2021-03-09,Ohio,169.0,54
15998,2020-07-13,Arkansas,2.0,20
16000,2020-07-05,Iowa,0.0,19
16001,2020-05-03,West Virginia,0.0,10
16002,2021-05-29,Oklahoma,1.0,65
16003,2021-03-27,New Mexico,2.0,56
16004,2020-05-06,Kansas,7.0,10
16005,2021-02-21,Florida,93.0,52
16006,2020-07-12,Texas,224.0,20
16007,2020-10-21,Utah,6.0,34
16009,2020-10-28,Texas,123.0,35
16010,2021-06-06,Pennsylvania,5.0,67
16012,2020-10-19,New York,10.0,34
16014,2021-03-15,Oklahoma,5.0,55
16015,2020-04-02,Tennessee,8.0,5
16016,2020-03-15,Texas,1.0,3
16017,2021-04-30,Colorado,11.0,61
16018,2020-04-11,Ohio,16.0,6
16019,2020-03-11,New York,0.0,2
16021,2020-08-10,Pennsylvania,3.0,24
16022,2020-12-08,Florida,96.0,41
16023,2020-04-24,South Dakota,1.0,8
16024,2020-08-05,Massachusetts,14.0,23
16026,2020-05-27,Arkansas,1.0,13
16027,2020-12-03,Pennsylvania,187.0,40
16028,2021-01-21,Iowa,51.0,47
16029,2020-08-28,Tennessee,25.0,26
16031,2020-03-13,New York,0.0,2
16032,2021-06-02,Massachusetts,3.0,66
16033,2021-05-29,West Virginia,0.0,65
16034,2021-03-25,Georgia,91.0,56
16035,2020-11-27,New York,31.0,39
16036,2020-10-14,South Dakota,3.0,33
16037,2020-09-13,Oklahoma,9.0,29
16038,2021-04-21,West Virginia,11.0,60
16039,2021-01-05,Kansas,0.0,45
16040,2021-01-12,Pennsylvania,227.0,46
16042,2021-05-06,New Mexico,4.0,62
16043,2021-01-23,Iowa,9.0,47
16044,2020-04-17,Arkansas,3.0,7
16045,2021-02-09,Pennsylvania,149.0,50
16046,2021-05-05,Utah,2.0,62
16047,2020-05-18,New Mexico,5.0,12
16049,2020-06-02,Utah,,14
16051,2020-07-28,Kansas,0.0,22
16052,2021-05-29,Massachusetts,14.0,65
16054,2020-07-12,Kansas,0.0,20
16055,2021-01-13,South Dakota,19.0,46
16056,2021-04-24,Oklahoma,2.0,60
16057,2020-05-07,New York,98.0,10
16058,2020-06-17,Pennsylvania,42.0,16
16059,2021-04-06,Ohio,98.0,58
16060,2020-03-30,Texas,20.0,5
16061,2020-12-11,Ohio,239.0,41
16062,2021-05-19,Kansas,13.0,64
16063,2020-09-16,Florida,152.0,29
16064,2020-07-21,Ohio,30.0,21
16065,2020-05-05,New Mexico,6.0,10
16066,2020-10-23,Ohio,23.0,34
16067,2021-03-06,Ohio,0.0,53
16069,2020-05-08,Hawaii,0.0,10
16071,2021-05-03,New Mexico,6.0,62
16072,2020-09-25,Colorado,4.0,30
16073,2021-04-23,Ohio,89.0,60
16076,2021-01-16,New York,113.0,46
16077,2020-07-30,Arkansas,8.0,22
16078,2020-03-09,Kansas,0.0,2
16080,2020-12-31,Alaska,3.0,44
16081,2020-03-11,Kansas,0.0,2
16082,2020-03-03,Oklahoma,0.0,1
16084,2021-05-22,West Virginia,0.0,64
16085,2021-05-12,Ohio,0.0,63
16086,2020-06-22,Massachusetts,21.0,17
16087,2020-11-05,Pennsylvania,47.0,36
16088,2020-04-11,South Dakota,0.0,6
16089,2020-04-14,Alaska,0.0,7
16090,2020-11-24,Texas,196.0,39
16093,2020-10-18,Alaska,0.0,34
16094,2020-06-04,Florida,41.0,14
16096,2020-09-04,Iowa,6.0,27
16098,2021-02-28,Massachusetts,39.0,53
16100,2021-03-19,Alaska,0.0,55
16101,2020-06-12,South Dakota,1.0,15
16102,2021-05-16,Pennsylvania,67.0,64
16105,2020-09-23,Tennessee,20.0,30
16106,2020-10-02,Oklahoma,13.0,31
16107,2021-05-17,Tennessee,10.0,64
16108,2020-12-27,Ohio,33.0,44
16109,2020-11-16,Georgia,10.0,38
16111,2020-10-01,Alaska,2.0,31
16112,2021-05-02,Georgia,0.0,62
16113,2020-03-10,New York,0.0,2
16114,2020-07-23,South Dakota,2.0,21
16115,2020-04-04,Hawaii,1.0,5
16116,2020-05-30,Pennsylvania,18.0,13
16118,2020-09-12,West Virginia,2.0,28
16119,2021-04-26,Hawaii,0.0,61
16121,2020-12-08,Tennessee,72.0,41
16122,2021-01-11,Pennsylvania,83.0,46
16123,2020-04-22,Florida,60.0,8
16124,2021-05-01,Florida,78.0,61
16126,2020-07-19,Colorado,0.0,21
16128,2021-01-24,Oklahoma,40.0,48
16130,2020-03-24,Arkansas,2.0,4
16132,2020-06-19,Hawaii,0.0,16
16133,2020-05-23,Massachusetts,72.0,12
16134,2020-04-26,South Dakota,1.0,9
16135,2020-09-15,Georgia,45.0,29
16136,2020-05-14,Arkansas,1.0,11
16137,2021-04-15,Alaska,0.0,59
16138,2020-04-28,Ohio,46.0,9
16139,2020-10-12,Kansas,8.0,33
16140,2021-03-05,Florida,135.0,53
16141,2021-05-28,Pennsylvania,24.0,65
16142,2021-03-10,Oklahoma,9.0,54
16144,2020-06-12,West Virginia,2.0,15
16147,2020-11-10,Utah,11.0,37
16148,2020-05-16,Alaska,0.0,11
16149,2020-03-03,Ohio,0.0,1
16150,2020-08-12,Iowa,11.0,24
16152,2020-07-20,Massachusetts,9.0,21
16153,2021-05-10,Oklahoma,2.0,63
16154,2021-05-15,Florida,56.0,63
16155,2020-08-12,New York,2.0,24
16156,2020-04-11,New Mexico,1.0,6
16159,2020-04-28,Colorado,30.0,9
16160,2020-09-27,Kansas,0.0,31
16161,2020-07-13,New Mexico,3.0,20
16162,2021-03-31,Arkansas,10.0,57
16165,2020-12-03,Kansas,0.0,40
16166,2021-01-28,Massachusetts,83.0,48
16167,2021-03-17,Pennsylvania,37.0,55
16168,2021-01-04,Kansas,18.0,45
16169,2020-12-17,South Dakota,1.0,42
16175,2020-05-21,Alaska,0.0,12
16176,2021-04-15,West Virginia,16.0,59
16177,2020-10-19,Georgia,19.0,34
16178,2020-09-29,Arkansas,19.0,31
16179,2020-08-14,West Virginia,4.0,24
16180,2020-09-06,New Mexico,3.0,28
16181,2021-03-14,Florida,30.0,55
16182,2020-12-15,New York,103.0,42
16183,2020-06-30,Alaska,0.0,18
16184,2020-09-24,Georgia,49.0,30
16185,2020-12-26,Oklahoma,47.0,43
16186,2020-08-09,Iowa,5.0,24
16187,2021-02-17,Tennessee,31.0,51
16188,2021-01-15,Tennessee,106.0,46
16189,2021-03-17,Hawaii,0.0,55
16192,2020-11-23,South Dakota,0.0,39
16193,2021-05-07,Massachusetts,8.0,62
16195,2020-09-04,South Dakota,1.0,27
16197,2021-05-02,New Mexico,0.0,62
16198,2021-05-12,Georgia,41.0,63
16199,2021-03-30,Hawaii,0.0,57
16200,2020-05-01,Iowa,8.0,9
16201,2021-04-10,South Dakota,0.0,58
16202,2021-04-02,Ohio,35.0,57
16203,2021-02-02,Georgia,208.0,49
16204,2021-02-15,Colorado,2.0,51
16205,2020-04-01,Massachusetts,36.0,5
16206,2020-10-26,Texas,114.0,35
16211,2021-06-02,Iowa,4.0,66
16213,2020-06-19,Iowa,1.0,16
16214,2021-03-31,Utah,4.0,57
16215,2021-01-16,Massachusetts,65.0,46
16217,2020-09-05,New Mexico,6.0,27
16218,2021-05-14,Pennsylvania,27.0,63
16219,2020-11-17,Georgia,41.0,38
16220,2020-07-24,New York,6.0,21
16221,2021-03-19,Ohio,233.0,55
16222,2020-08-25,Massachusetts,17.0,26
16223,2020-08-26,Oklahoma,17.0,26
16224,2020-06-13,Arkansas,1.0,15
16225,2020-11-27,Hawaii,3.0,39
16226,2021-03-16,Arkansas,12.0,55
16228,2020-08-28,Hawaii,4.0,26
16229,2021-05-17,Kansas,2.0,64
16231,2021-02-18,Iowa,15.0,51
16232,2020-09-16,South Dakota,8.0,29
16233,2020-07-09,Hawaii,0.0,19
16234,2020-08-02,Alaska,2.0,23
16236,2021-03-05,South Dakota,0.0,53
16237,2021-01-26,Oklahoma,52.0,48
16238,2020-09-09,Pennsylvania,14.0,28
16241,2020-07-15,West Virginia,1.0,20
16242,2020-09-17,Georgia,55.0,29
16244,2020-09-22,Florida,99.0,30
16246,2020-09-13,New Mexico,2.0,29
16247,2021-03-24,Massachusetts,41.0,56
16250,2020-08-09,West Virginia,8.0,24
16253,2020-12-05,Ohio,64.0,40
16255,2020-12-06,Ohio,13.0,41
16256,2021-02-01,South Dakota,0.0,49
16257,2021-04-28,Tennessee,12.0,61
16258,2020-08-23,Utah,0.0,26
16259,2020-03-07,Colorado,0.0,1
16260,2020-09-06,Utah,1.0,28
16262,2020-08-19,Iowa,16.0,25
16263,2020-03-10,Oklahoma,0.0,2
16266,2020-03-31,Alaska,0.0,5
16267,2021-03-20,Georgia,66.0,55
16268,2020-10-03,Texas,62.0,31
16270,2020-11-19,West Virginia,11.0,38
16271,2020-11-14,Iowa,24.0,37
16273,2020-04-17,Iowa,4.0,7
16276,2020-05-02,Florida,50.0,9
16281,2021-05-02,New York,22.0,62
16282,2020-05-26,Colorado,19.0,13
16284,2021-05-11,West Virginia,5.0,63
16288,2021-05-13,Texas,23.0,63
16289,2020-07-06,West Virginia,0.0,19
16290,2020-09-29,Hawaii,2.0,31
16291,2020-10-01,Hawaii,3.0,31
16293,2020-05-15,Oklahoma,3.0,11
16295,2021-05-19,Tennessee,6.0,64
16296,2021-05-21,West Virginia,3.0,64
16297,2021-01-09,Massachusetts,76.0,45
16298,2020-12-26,Florida,140.0,43
16299,2020-07-09,Oklahoma,5.0,19
16300,2020-05-24,West Virginia,0.0,13
16301,2020-10-29,New Mexico,3.0,35
16304,2021-01-20,Utah,10.0,47
16305,2020-09-03,New Mexico,1.0,27
16306,2021-03-19,New York,28.0,55
16308,2021-02-22,Georgia,91.0,52
16309,2020-08-07,Iowa,5.0,23
16310,2021-04-05,Alaska,0.0,58
16311,2021-04-04,Florida,22.0,58
16312,2020-04-23,Arkansas,3.0,8
16313,2020-10-07,West Virginia,5.0,32
16314,2020-11-16,West Virginia,3.0,38
16315,2020-10-04,West Virginia,1.0,32
16316,2021-02-25,West Virginia,5.0,52
16318,2020-05-12,Colorado,20.0,11
16319,2020-03-25,Ohio,2.0,4
16322,2020-03-07,New York,0.0,1
16323,2021-03-06,West Virginia,5.0,53
16324,2020-10-08,Tennessee,28.0,32
16327,2020-11-23,Alaska,6.0,39
16328,2020-06-30,Massachusetts,15.0,18
16329,2021-03-27,Hawaii,3.0,56
16330,2020-03-13,Pennsylvania,0.0,2
16331,2020-09-23,Arkansas,20.0,30
16332,2020-09-13,Alaska,0.0,29
16335,2021-02-08,New York,62.0,50
16336,2020-04-12,Arkansas,2.0,7
16337,2020-06-06,Florida,28.0,14
16338,2020-11-07,New York,14.0,36
16341,2020-05-16,South Dakota,0.0,11
16342,2021-01-14,South Dakota,10.0,46
16343,2020-03-25,Texas,6.0,4
16344,2020-12-05,Colorado,19.0,40
16345,2021-05-28,New Mexico,4.0,65
16348,2020-07-22,West Virginia,1.0,21
16349,2020-04-03,Utah,0.0,5
16350,2020-06-05,Alaska,0.0,14
16351,2020-10-22,Pennsylvania,30.0,34
16353,2020-09-11,Georgia,42.0,28
16356,2020-11-12,Iowa,32.0,37
16357,2020-03-10,Arkansas,0.0,2
16358,2021-05-09,Pennsylvania,11.0,63
16359,2020-03-18,Iowa,0.0,3
16361,2020-08-30,Kansas,0.0,27
16362,2020-12-01,New York,59.0,40
16365,2020-09-30,Georgia,27.0,31
16367,2020-09-28,South Dakota,0.0,31
16368,2020-12-27,West Virginia,1.0,44
16369,2021-04-30,New Mexico,9.0,61
16370,2020-07-17,Oklahoma,10.0,20
16371,2020-08-05,Georgia,63.0,23
16373,2020-03-16,Georgia,0.0,3
16374,2020-06-12,Arkansas,5.0,15
16375,2020-04-25,Hawaii,1.0,8
